genes	pvalue	padj
Dmrtc1a	0.587607213	0.9998431
Treml1	0.587682064	0.9998431
Kctd12	0.587726325	0.9998431
Phf20	0.587889819	0.9998431
Aldoart1	0.587938716	0.9998431
Qpctl	0.587947589	0.9998431
Tceal6	0.58797541	0.9998431
Sowahc	0.587995878	0.9998431
Tfap2a	0.588052593	0.9998431
Hsf2bp	0.588058462	0.9998431
9130221H12Rik	0.588071466	0.9998431
Yrdc	0.588087768	0.9998431
Wrn	0.588175635	0.9998431
Galr2	0.58818046	0.9998431
Ndufaf3	0.588240709	0.9998431
Malt1	0.588255232	0.9998431
Slc25a19	0.588269138	0.9998431
Gm21057	0.588315521	0.9998431
Cxcl17	0.588331916	0.9998431
Gm9047	0.588436134	0.9998431
Rab3gap2	0.588437615	0.9998431
Flywch1	0.588505819	0.9998431
Brat1	0.588567263	0.9998431
P2rx1	0.588593981	0.9998431
Gm9696	0.588653131	0.9998431
Npy5r	0.588663955	0.9998431
Chaf1b	0.588678363	0.9998431
Mirg	0.588724591	0.9998431
Aktip	0.58875848	0.9998431
Gm37013	0.588793456	0.9998431
Sh3glb2	0.588896282	0.9998431
Calm2	0.589010916	0.9998431
Xpa	0.589083555	0.9998431
Kpna7	0.589109311	0.9998431
Rbl2	0.589148744	0.9998431
Rfx7	0.589207821	0.9998431
Slc5a6	0.589241978	0.9998431
Ctxn3	0.589380806	0.9998431
Pag1	0.589390106	0.9998431
Ndufs4	0.589433479	0.9998431
Rps19-ps3	0.589434195	0.9998431
Akap8	0.589500247	0.9998431
5730488B01Rik	0.589513624	0.9998431
Snord35b	0.589513624	0.9998431
Cnih4	0.589520712	0.9998431
Got1l1	0.58952991	0.9998431
Ddx39	0.589533797	0.9998431
1600014C23Rik	0.589570565	0.9998431
Tex38	0.589584195	0.9998431
Zbtb40	0.589593184	0.9998431
Dok1	0.589639604	0.9998431
Glrx	0.589659117	0.9998431
Slc35f4	0.589748743	0.9998431
Otoa	0.589826869	0.9998431
Fis1	0.589880615	0.9998431
C2cd4c	0.589895186	0.9998431
Abcb6	0.589951082	0.9998431
Col6a2	0.590055133	0.9998431
Asb4	0.590061045	0.9998431
Tmem252	0.59022496	0.9998431
Rdh14	0.590240631	0.9998431
Il10ra	0.590289707	0.9998431
Smr3a	0.590315644	0.9998431
Rai2	0.59037042	0.9998431
Celf5	0.590465252	0.9998431
Nrip1	0.590494607	0.9998431
Tbc1d12	0.590498109	0.9998431
Scg2	0.590588775	0.9998431
Myoz1	0.590671986	0.9998431
Sebox	0.590705151	0.9998431
Napsa	0.590729912	0.9998431
Trim2	0.591053446	0.9998431
Gm3414	0.591150888	0.9998431
Pced1a	0.591171054	0.9998431
Hes1	0.591182249	0.9998431
Lrp3	0.591185477	0.9998431
Nsmce4a	0.591200461	0.9998431
Ablim2	0.591209437	0.9998431
Tmigd3	0.591261345	0.9998431
Mcm2	0.591333462	0.9998431
Egr4	0.59138103	0.9998431
Smim6	0.591381543	0.9998431
Brd2	0.591385439	0.9998431
Tcp11l2	0.591400768	0.9998431
Scap	0.591541122	0.9998431
Dmwd	0.591566927	0.9998431
Rock1	0.591586261	0.9998431
Ndfip1	0.591594805	0.9998431
Ckb	0.591595624	0.9998431
Ptdss2	0.591615005	0.9998431
Olfr288	0.591687641	0.9998431
Gm5535	0.591715849	0.9998431
Mtfr1	0.591719886	0.9998431
Cnot2	0.591726849	0.9998431
Klhdc8a	0.591794027	0.9998431
Ostf1	0.591887827	0.9998431
Zfp593	0.591891283	0.9998431
Gm1123	0.591912396	0.9998431
Cdh6	0.591946819	0.9998431
Clpx	0.592039719	0.9998431
Mlycd	0.592174283	0.9998431
Dnajb3	0.592205048	0.9998431
Mtmr2	0.592223531	0.9998431
Hbegf	0.592257853	0.9998431
Lrrc75a	0.592285985	0.9998431
A930011G23Rik	0.592357822	0.9998431
Arpin	0.592486827	0.9998431
Wls	0.592553634	0.9998431
Lrrc10b	0.592563751	0.9998431
Syngr2	0.59268255	0.9998431
Vps16	0.592751617	0.9998431
Hcn4	0.592754464	0.9998431
Fbxo25	0.592779756	0.9998431
Ranbp3	0.592793997	0.9998431
3110062M04Rik	0.592932454	0.9998431
Tmem237	0.593004054	0.9998431
Treml2	0.593015863	0.9998431
Prss46	0.593112303	0.9998431
Clmp	0.593122055	0.9998431
Trmt2a	0.593170435	0.9998431
Stam	0.593301808	0.9998431
Zfp935	0.593309738	0.9998431
Mir3470a	0.593317957	0.9998431
Supt20	0.593389501	0.9998431
Prkd2	0.593418535	0.9998431
Hnrnpd	0.593429736	0.9998431
Stk11ip	0.593492682	0.9998431
Ankrd16	0.593494195	0.9998431
Kctd13	0.593538946	0.9998431
Olfr597	0.593575405	0.9998431
Vcp	0.593581836	0.9998431
1600010M07Rik	0.593621433	0.9998431
Fam219b	0.593642542	0.9998431
4833420G17Rik	0.593673081	0.9998431
Kti12	0.593684708	0.9998431
Tmod3	0.593716631	0.9998431
Mpp5	0.593722901	0.9998431
Nrn1l	0.593826931	0.9998431
Tex264	0.593835565	0.9998431
Obfc1	0.593888804	0.9998431
Pcsk5	0.593902239	0.9998431
Nphs1	0.593918946	0.9998431
Sirpa	0.593991379	0.9998431
Wnt3	0.594080864	0.9998431
Pla2g2a	0.594178295	0.9998431
4930455D15Rik	0.594217303	0.9998431
Adam18	0.59422888	0.9998431
Gm5512	0.594295782	0.9998431
Crlf3	0.594347312	0.9998431
Oxld1	0.594456827	0.9998431
L3hypdh	0.594462976	0.9998431
Ndufab1	0.594492388	0.9998431
Adcy3	0.594527812	0.9998431
Fbf1	0.594533015	0.9998431
Slc7a13	0.594543855	0.9998431
4930402F06Rik	0.594606272	0.9998431
Mob2	0.594622169	0.9998431
Polr2d	0.594754844	0.9998431
Inca1	0.594834063	0.9998431
Naa20	0.594994869	0.9998431
Skiv2l2	0.595052238	0.9998431
Copz1	0.595140209	0.9998431
Gm973	0.59517707	0.9998431
AI846148	0.59520389	0.9998431
Hs6st1	0.595211093	0.9998431
Miat	0.595215133	0.9998431
Mir6538	0.595249302	0.9998431
Otub2	0.595266455	0.9998431
Polg2	0.595299706	0.9998431
Rhbdd1	0.595343741	0.9998431
Uba52	0.595355301	0.9998431
Cdkn2d	0.595359903	0.9998431
Mmgt1	0.595373403	0.9998431
Pigm	0.595437424	0.9998431
Unc93b1	0.595521617	0.9998431
Vps33b	0.595538901	0.9998431
Fam170a	0.595611517	0.9998431
Ccr3	0.595644168	0.9998431
Sp9	0.59567943	0.9998431
Upk3b	0.595721273	0.9998431
Gpr35	0.595721499	0.9998431
Tmem86b	0.595803875	0.9998431
Ftx	0.595821984	0.9998431
Tfr2	0.595881411	0.9998431
Hjurp	0.595913963	0.9998431
Cklf	0.595959985	0.9998431
A230028O05Rik	0.596079462	0.9998431
Gm6787	0.596110637	0.9998431
Rad51c	0.59617474	0.9998431
Tmem55b	0.596235064	0.9998431
Rai1	0.596251123	0.9998431
2310005A03Rik	0.596255299	0.9998431
Lrrn1	0.596452017	0.9998431
Limd2	0.596598102	0.9998431
Csgalnact2	0.596649163	0.9998431
Pnrc1	0.596686318	0.9998431
Lrp12	0.59670133	0.9998431
Nup37	0.596775298	0.9998431
Cab39	0.596850395	0.9998431
Fbxo4	0.596924524	0.9998431
2310011J03Rik	0.596952217	0.9998431
Calhm2	0.597274319	0.9998431
Mir1943	0.597281663	0.9998431
BC024139	0.59729781	0.9998431
Rpgrip1l	0.5973181	0.9998431
Tat	0.59737298	0.9998431
Bin2	0.5973997	0.9998431
Smad6	0.597400458	0.9998431
Stard4	0.597419625	0.9998431
Sergef	0.597454735	0.9998431
2010001E11Rik	0.59749271	0.9998431
Senp1	0.597549153	0.9998431
Poglut1	0.597570778	0.9998431
Ddrgk1	0.597593378	0.9998431
Ppcs	0.597598709	0.9998431
Ddt	0.597601592	0.9998431
2610005L07Rik	0.59763282	0.9998431
Krt78	0.597658373	0.9998431
Usp25	0.597685916	0.9998431
Acvr1b	0.597731361	0.9998431
Scarna8	0.597782058	0.9998431
Dcun1d5	0.597792658	0.9998431
Ophn1	0.597817227	0.9998431
Tarbp2	0.597905669	0.9998431
Cdc14b	0.597925836	0.9998431
St8sia2	0.597935657	0.9998431
Mmd2	0.598019186	0.9998431
Mccc2	0.598032255	0.9998431
3632451O06Rik	0.598033203	0.9998431
Sspn	0.598050459	0.9998431
Got1	0.598054419	0.9998431
Sprtn	0.598072165	0.9998431
Nr1h4	0.598120693	0.9998431
Fuca1	0.598174015	0.9998431
Afap1	0.598446814	0.9998431
43710	0.59854392	0.9998431
Kcnj8	0.598548706	0.9998431
Gm16897	0.598610335	0.9998431
8430431K14Rik	0.59870089	0.9998431
Rbpjl	0.598754392	0.9998431
Akap9	0.598772136	0.9998431
Phlpp1	0.598870553	0.9998431
Calm5	0.598944121	0.9998431
Zdhhc3	0.598969904	0.9998431
Lrrc38	0.59897202	0.9998431
Plcb1	0.599035806	0.9998431
Plac8	0.59909171	0.9998431
Pebp1	0.599115346	0.9998431
Ppp6c	0.599171963	0.9998431
Lcor	0.599172541	0.9998431
Bglap3	0.599233693	0.9998431
Cep128	0.599241188	0.9998431
Pcmtd2	0.599262497	0.9998431
Khdc1a	0.599426927	0.9998431
Inpp5b	0.599587673	0.9998431
Inpp5e	0.599601973	0.9998431
Aqr	0.599660063	0.9998431
Eml3	0.599789206	0.9998431
4930587E11Rik	0.599911224	0.9998431
Cst13	0.599940589	0.9998431
Tasp1	0.600115095	0.9998431
Srcin1	0.600141568	0.9998431
Thnsl2	0.600197814	0.9998431
Aqp1	0.600364149	0.9998431
Lcn12	0.600365287	0.9998431
Tspyl5	0.600435986	0.9998431
Hinfp	0.600486477	0.9998431
Lurap1l	0.600489167	0.9998431
Mrpl42	0.60052832	0.9998431
Wdyhv1	0.600532135	0.9998431
Pak7	0.600577135	0.9998431
Vstm5	0.600581928	0.9998431
Flrt3	0.600615938	0.9998431
Kdf1	0.600678432	0.9998431
Bcar3	0.600713789	0.9998431
Gpn1	0.600770336	0.9998431
Dnah5	0.600775633	0.9998431
Clps	0.600810145	0.9998431
Stradb	0.600904026	0.9998431
1700001G17Rik	0.600941652	0.9998431
Uts2	0.601036717	0.9998431
Ap3m2	0.6012308	0.9998431
Pigc	0.601230815	0.9998431
Cct4	0.60126697	0.9998431
Asxl3	0.601268743	0.9998431
Ar	0.60127306	0.9998431
Rpl10	0.601317341	0.9998431
A230057D06Rik	0.601327418	0.9998431
Rsf1	0.601367891	0.9998431
Slamf9	0.601379424	0.9998431
Ncoa7	0.601405118	0.9998431
Ptpn1	0.601419598	0.9998431
Noc2l	0.601428641	0.9998431
Tal1	0.601463142	0.9998431
Mphosph8	0.601501076	0.9998431
Ctnna3	0.60164076	0.9998431
Abcc1	0.601819064	0.9998431
Gemin4	0.601821098	0.9998431
Ap1s1	0.601825711	0.9998431
Zswim4	0.601853232	0.9998431
Sepw1	0.601865227	0.9998431
Mir1968	0.602064915	0.9998431
Strip1	0.60209407	0.9998431
Olfr856-ps1	0.602099375	0.9998431
Agpat9	0.602157992	0.9998431
Als2cl	0.602180363	0.9998431
Aaas	0.602192018	0.9998431
Mir335	0.602245704	0.9998431
Ddit4l	0.602308597	0.9998431
Parp16	0.602381373	0.9998431
4932411E22Rik	0.602488692	0.9998431
Smim10l1	0.602491659	0.9998431
Fam212a	0.60251743	0.9998431
Zswim7	0.602634581	0.9998431
Pcsk2os2	0.602649669	0.9998431
Fignl1	0.602662598	0.9998431
Mir3075	0.602691074	0.9998431
Mib2	0.602862216	0.9998431
Pcdhb16	0.602876739	0.9998431
Il23a	0.602891447	0.9998431
Aknad1	0.60295134	0.9998431
Parg	0.602959429	0.9998431
Gpr21	0.6030111	0.9998431
Dync1h1	0.603025614	0.9998431
Mir124a-3	0.603069981	0.9998431
Klhdc8b	0.603155749	0.9998431
Trdmt1	0.603220008	0.9998431
5430421F17Rik	0.603297053	0.9998431
5930430L01Rik	0.603398323	0.9998431
Pdia2	0.603456554	0.9998431
1700011H14Rik	0.603498123	0.9998431
Efhb	0.603531683	0.9998431
Ddx25	0.603540229	0.9998431
Fbxl7	0.603623873	0.9998431
Plekhm2	0.603666647	0.9998431
Hspg2	0.603765491	0.9998431
Pla2g3	0.603817283	0.9998431
Zpbp	0.603906256	0.9998431
Mir8105	0.603917493	0.9998431
Snord110	0.603918116	0.9998431
Acvr1c	0.603969887	0.9998431
Ogdh	0.604123822	0.9998431
Acer2	0.604139086	0.9998431
Ms4a6d	0.604156062	0.9998431
Fli1	0.604198531	0.9998431
Shisa6	0.60429988	0.9998431
Stfa1	0.604322624	0.9998431
Cnr2	0.604332851	0.9998431
Enpep	0.604400985	0.9998431
Map3k12	0.604410053	0.9998431
Cntnap2	0.604424266	0.9998431
Ildr1	0.604500887	0.9998431
Rfesd	0.604544062	0.9998431
Mir181a-2	0.604563607	0.9998431
Tsks	0.604587505	0.9998431
Gm4827	0.604614388	0.9998431
1810012K16Rik	0.604671673	0.9998431
Il3ra	0.604673615	0.9998431
Rexo2	0.604716625	0.9998431
1700067P10Rik	0.604738249	0.9998431
Nrg4	0.604794915	0.9998431
Stk-ps2	0.604915863	0.9998431
Stk40	0.604949451	0.9998431
Zfp786	0.604982345	0.9998431
Tmem132c	0.604983889	0.9998431
Tmem44	0.605018386	0.9998431
Asap2	0.605120634	0.9998431
Fadd	0.60524012	0.9998431
Gpr108	0.60532307	0.9998431
Gigyf2	0.605336999	0.9998431
Barhl2	0.605371301	0.9998431
2610008E11Rik	0.605380321	0.9998431
Ermp1	0.605388116	0.9998431
Sos2	0.605408002	0.9998431
Gjc3	0.605431047	0.9998431
1700047A11Rik	0.605466488	0.9998431
Med26	0.605512213	0.9998431
Pbp2	0.605516122	0.9998431
Fbxo17	0.605579735	0.9998431
Galnt3	0.60571173	0.9998431
Zfp292	0.605744359	0.9998431
Gmnn	0.605754841	0.9998431
Zbtb18	0.605859864	0.9998431
Syf2	0.605871249	0.9998431
Ddo	0.6058899	0.9998431
S100a7a	0.605890144	0.9998431
Serpina3c	0.605934468	0.9998431
Fezf1	0.606019597	0.9998431
Mir3070b	0.606020053	0.9998431
Gpr87	0.606063802	0.9998431
Lgi3	0.606302885	0.9998431
Chrna3	0.606347702	0.9998431
Ufsp1	0.606350886	0.9998431
Gns	0.606383129	0.9998431
Actr8	0.606391699	0.9998431
Tnfrsf8	0.606401385	0.9998431
Tnfrsf17	0.606416374	0.9998431
Phkg2	0.606555788	0.9998431
Mas1	0.606572524	0.9998431
Mir453	0.606600978	0.9998431
Fhl1	0.606635662	0.9998431
Npepl1	0.606695865	0.9998431
Pmm1	0.606705456	0.9998431
Gp6	0.606749989	0.9998431
Rhot1	0.606755747	0.9998431
Sidt1	0.606762266	0.9998431
Crp	0.606827694	0.9998431
9930111J21Rik1	0.606832254	0.9998431
AA413626	0.606851507	0.9998431
Zfp664	0.606938556	0.9998431
Memo1	0.606960351	0.9998431
Abca17	0.607007774	0.9998431
Rgs18	0.607089765	0.9998431
Adamts19	0.607134926	0.9998431
Usf1	0.607136797	0.9998431
Slc39a7	0.607155407	0.9998431
Ms4a6b	0.60716442	0.9998431
1700071M16Rik	0.607177251	0.9998431
Sp4	0.607207648	0.9998431
Rnf8	0.607214375	0.9998431
Ccnd2	0.607245045	0.9998431
Fam102a	0.607272695	0.9998431
Mir7036b	0.607394989	0.9998431
Fubp1	0.607405553	0.9998431
Tmem104	0.607497021	0.9998431
Tube1	0.607534672	0.9998431
Bcas1os2	0.607558388	0.9998431
Cxcl5	0.607584431	0.9998431
Rell2	0.607594571	0.9998431
3110057O12Rik	0.607751506	0.9998431
Ppp1r16b	0.607782622	0.9998431
Casp8ap2	0.607870592	0.9998431
Ctse	0.607872484	0.9998431
Ccdc7b	0.607946096	0.9998431
Mageb16-ps1	0.608019306	0.9998431
Mir6236	0.608026434	0.9998431
Pim2	0.608042084	0.9998431
Itpripl2	0.608053629	0.9998431
1700101I11Rik	0.608130338	0.9998431
Zfp655	0.608189445	0.9998431
Olig1	0.608229279	0.9998431
Myadm	0.608233573	0.9998431
Nbea	0.608239305	0.9998431
Inha	0.608275725	0.9998431
G530011O06Rik	0.608333685	0.9998431
Zbtb22	0.608455204	0.9998431
Ifltd1	0.608460751	0.9998431
Trappc2	0.6084794	0.9998431
Tpte	0.608495621	0.9998431
H2afb3	0.608541684	0.9998431
Ppp4r2	0.608700791	0.9998431
1700012L04Rik	0.608718274	0.9998431
Cacna1h	0.608754766	0.9998431
2500002B13Rik	0.60879557	0.9998431
Hexa	0.608862795	0.9998431
Fbxo46	0.608869368	0.9998431
Arc	0.608877594	0.9998431
E2f6	0.608964817	0.9998431
Pcnxl2	0.609021084	0.9998431
Mug-ps1	0.609072801	0.9998431
5430416N02Rik	0.60907992	0.9998431
Foxk1	0.60910341	0.9998431
Psg17	0.609178385	0.9998431
Nr1i2	0.609229606	0.9998431
Nipsnap3b	0.609234847	0.9998431
C330027C09Rik	0.609281944	0.9998431
Mep1a	0.609338199	0.9998431
Hint1	0.60935702	0.9998431
Ap4s1	0.609413719	0.9998431
Zhx3	0.609444403	0.9998431
Cdc42ep1	0.609510745	0.9998431
Cfap70	0.609516557	0.9998431
Gm10389	0.609542483	0.9998431
Ucma	0.60963734	0.9998431
Stra6	0.609706816	0.9998431
Edem3	0.609721585	0.9998431
Zic4	0.60972233	0.9998431
Tmem151a	0.609747317	0.9998431
Gm1564	0.609767152	0.9998431
Itih5	0.609885253	0.9998431
Cntnap5c	0.60992345	0.9998431
Mir3473c	0.609936333	0.9998431
Actr10	0.609957001	0.9998431
Lcp2	0.61002361	0.9998431
Kdelc1	0.610032636	0.9998431
Klrb1f	0.610033565	0.9998431
Nedd1	0.610112681	0.9998431
Guca1b	0.610131177	0.9998431
A330040F15Rik	0.610144267	0.9998431
Gm16712	0.610318872	0.9998431
Kcnmb4os2	0.610333039	0.9998431
Prrt3	0.610343205	0.9998431
Slc7a8	0.610343558	0.9998431
Vmn2r2	0.610344866	0.9998431
Acnat2	0.61037564	0.9998431
Apol6	0.610469347	0.9998431
Frmd3	0.610590739	0.9998431
Cahm	0.610699726	0.9998431
Npepps	0.61070402	0.9998431
Ubfd1	0.610783548	0.9998431
Kcnh5	0.610842951	0.9998431
Tmem45b	0.610981196	0.9998431
Strap	0.611031045	0.9998431
Cpxm2	0.611061209	0.9998431
Cyp2j8	0.611061515	0.9998431
Rab11fip3	0.611064149	0.9998431
Gm16793	0.611070444	0.9998431
Il2ra	0.611081329	0.9998431
2310075C17Rik	0.611117818	0.9998431
Gzma	0.611148529	0.9998431
Myrfl	0.611162889	0.9998431
4833439L19Rik	0.611274336	0.9998431
Ackr2	0.611425822	0.9998431
Adam11	0.611457201	0.9998431
Safb2	0.611465289	0.9998431
Zbed4	0.611535436	0.9998431
Dhcr7	0.611550405	0.9998431
Scamp4	0.611564737	0.9998431
Esrrg	0.611582025	0.9998431
Pa2g4	0.611657758	0.9998431
Nxpe5	0.611727704	0.9998431
Atat1	0.611784645	0.9998431
Mkks	0.611801501	0.9998431
1110007C09Rik	0.611802302	0.9998431
Ndufb9	0.611828574	0.9998431
Mmrn2	0.611917375	0.9998431
Cxxc5	0.612069847	0.9998431
Cd226	0.612129586	0.9998431
Chpt1	0.612185707	0.9998431
Hnf1a	0.612236944	0.9998431
Spatc1	0.612315739	0.9998431
Cilp2	0.612370376	0.9998431
Asph	0.612523935	0.9998431
Pla2g2d	0.612540197	0.9998431
Ppp1r3e	0.612686658	0.9998431
Fancb	0.612689132	0.9998431
Fblim1	0.61269209	0.9998431
Hirip3	0.612714531	0.9998431
Adgrf2	0.61273903	0.9998431
Cyp2j9	0.612740241	0.9998431
Panct2	0.612889822	0.9998431
4930442L01Rik	0.612954708	0.9998431
Zbtb39	0.612955802	0.9998431
Ube2k	0.613035045	0.9998431
Mnda	0.613208253	0.9998431
E030002O03Rik	0.613209857	0.9998431
Mir764	0.613209857	0.9998431
Eef1b2	0.613226315	0.9998431
Ndufb2	0.613340461	0.9998431
Rsg1	0.613434367	0.9998431
Mir6390	0.613454389	0.9998431
Nol7	0.613465515	0.9998431
Etv4	0.613494212	0.9998431
Fermt1	0.613571378	0.9998431
Ltc4s	0.613571876	0.9998431
Dolpp1	0.613604273	0.9998431
Mir7017	0.613624503	0.9998431
Spata5	0.613648882	0.9998431
C86187	0.613653865	0.9998431
Sptssa	0.613705141	0.9998431
R3hdm1	0.613757985	0.9998431
Trp53bp2	0.613855406	0.9998431
2810428I15Rik	0.613895155	0.9998431
Prpf31	0.613982809	0.9998431
Atad3aos	0.614046788	0.9998431
Ranbp17	0.614077503	0.9998431
Rad51ap2	0.614141306	0.9998431
Gbp5	0.61424333	0.9998431
Rab2b	0.61424567	0.9998431
9130008F23Rik	0.614260855	0.9998431
Ssu72	0.614359888	0.9998431
Methig1	0.614401736	0.9998431
Tyro3	0.614444933	0.9998431
Arpc1b	0.614485322	0.9998431
Nipsnap1	0.614533522	0.9998431
Man2a2	0.614557838	0.9998431
Gm10845	0.614598531	0.9998431
Zbtb3	0.614600473	0.9998431
Bivm	0.614659027	0.9998431
Arv1	0.614682997	0.9998431
4930407I10Rik	0.614732819	0.9998431
Sirpb1a	0.614732819	0.9998431
Gm6524	0.614732819	0.9998431
Zfp60	0.614832325	0.9998431
Cd160	0.614833652	0.9998431
Lrrc46	0.614888544	0.9998431
Cngb1	0.614897959	0.9998431
Rnf11	0.614938706	0.9998431
Glycam1	0.614972688	0.9998431
Mir195a	0.614999766	0.9998431
4930556G01Rik	0.614999766	0.9998431
Zbtb4	0.615023166	0.9998431
Tbl1x	0.615029911	0.9998431
Steap4	0.615107604	0.9998431
Fam184a	0.615123745	0.9998431
Zfp706	0.615140277	0.9998431
Fam161a	0.615144238	0.9998431
2210407C18Rik	0.615325568	0.9998431
Mesp2	0.615468785	0.9998431
Loh12cr1	0.615554739	0.9998431
Cdkn1c	0.615660724	0.9998431
Copb2	0.615662947	0.9998431
Rars	0.615710661	0.9998431
Babam1	0.61571484	0.9998431
4921518K17Rik	0.61574069	0.9998431
Hat1	0.615785746	0.9998431
Gm11437	0.615822791	0.9998431
Iqcd	0.61584182	0.9998431
Kcnab2	0.615845897	0.9998431
Nhlrc1	0.615862934	0.9998431
Gm14295	0.615868418	0.9998431
Kif3b	0.616003567	0.9998431
Cryab	0.616010699	0.9998431
Smpd1	0.616052346	0.9998431
Mrpl12	0.616053353	0.9998431
Nfic	0.616180094	0.9998431
Ampd3	0.616214998	0.9998431
Lrrc56	0.616220771	0.9998431
Spag6l	0.616244202	0.9998431
2410002F23Rik	0.616311352	0.9998431
Rab32	0.616336618	0.9998431
Cxcr5	0.616346893	0.9998431
Nat10	0.616348855	0.9998431
Mzt1	0.616369643	0.9998431
Tbrg4	0.616372449	0.9998431
Lefty2	0.616426655	0.9998431
Mrpl41	0.616437773	0.9998431
Mro	0.616438543	0.9998431
Lair1	0.616531106	0.9998431
Lyz1	0.616537739	0.9998431
Ssh1	0.616582208	0.9998431
Glra2	0.616616047	0.9998431
Padi3	0.616623779	0.9998431
9330159F19Rik	0.616626832	0.9998431
Hrasls	0.616651682	0.9998431
Prr14	0.616658646	0.9998431
Msi2	0.616695934	0.9998431
H2-D1	0.616853412	0.9998431
Mex3b	0.616910966	0.9998431
Gltscr2	0.616935457	0.9998431
Dimt1	0.617036045	0.9998431
Popdc2	0.617082446	0.9998431
Maf	0.617116394	0.9998431
Spata25	0.61720321	0.9998431
Syk	0.617290814	0.9998431
Slc17a9	0.617294026	0.9998431
Hars2	0.617354853	0.9998431
Abhd16a	0.617385171	0.9998431
Arl6ip4	0.617397299	0.9998431
Cwf19l2	0.617446142	0.9998431
Adi1	0.617507464	0.9998431
Blmh	0.61755319	0.9998431
Lincpint	0.617576653	0.9998431
Rab15	0.617593223	0.9998431
0610009L18Rik	0.61759936	0.9998431
Zfp933	0.617642667	0.9998431
Slain2	0.617685037	0.9998431
Bpgm	0.617779667	0.9998431
Mir5100	0.617837413	0.9998431
AY702102	0.617853421	0.9998431
Lin9	0.617917742	0.9998431
Med11	0.61792493	0.9998431
Tgm6	0.618001443	0.9998431
Asb9	0.618002442	0.9998431
Thada	0.618046604	0.9998431
Gm12440	0.61805645	0.9998431
Tmem160	0.618093724	0.9998431
Xkr5	0.618156018	0.9998431
Med29	0.618311559	0.9998431
Gata3	0.61832036	0.9998431
Vdr	0.618438071	0.9998431
Orai2	0.618455845	0.9998431
Fam185a	0.618500741	0.9998431
4930434J06Rik	0.618560341	0.9998431
Pnma1	0.618561597	0.9998431
4632428N05Rik	0.618596925	0.9998431
Bcl9l	0.618603711	0.9998431
Pou3f3	0.618702011	0.9998431
Zfp180	0.618703017	0.9998431
Kctd17	0.61871941	0.9998431
Mettl22	0.618745512	0.9998431
Nedd9	0.618789873	0.9998431
Ipo4	0.618830484	0.9998431
Ntpcr	0.618851657	0.9998431
Ccng1	0.618871043	0.9998431
Golga1	0.619052961	0.9998431
Zeb2	0.619058937	0.9998431
Alox5	0.619123904	0.9998431
Tpt1	0.619350726	0.9998431
Uqcrb	0.619462799	0.9998431
Gm10415	0.619470781	0.9998431
Sowaha	0.61950877	0.9998431
Pnn	0.619578106	0.9998431
Ocm	0.619589234	0.9998431
Olfr110	0.619599335	0.9998431
3010026O09Rik	0.619626836	0.9998431
Gpr83	0.619683997	0.9998431
Nebl	0.619737673	0.9998431
Lrrtm1	0.619754636	0.9998431
Cyp2g1	0.619771094	0.9998431
Ccdc30	0.619848992	0.9998431
Adh4	0.619895286	0.9998431
Inpp5d	0.619948947	0.9998431
Papd5	0.620015695	0.9998431
Opa3	0.620056628	0.9998431
Lmo7	0.620150396	0.9998431
Fkbp8	0.620151151	0.9998431
Atg10	0.620199975	0.9998431
Oaz3	0.620254585	0.9998431
Lgi1	0.620277971	0.9998431
Pet100	0.620318302	0.9998431
Spx	0.620371722	0.9998431
Abcf3	0.620383042	0.9998431
Slc46a3	0.620390643	0.9998431
Eef2kmt	0.620395752	0.9998431
Gpbp1	0.620463861	0.9998431
Pole	0.620498891	0.9998431
Rundc3a	0.620522756	0.9998431
Cyp24a1	0.620662584	0.9998431
M6pr	0.620677426	0.9998431
Triml2	0.620761205	0.9998431
Tnf	0.620857186	0.9998431
Zmynd12	0.620921141	0.9998431
Pctp	0.620928689	0.9998431
Spink13	0.620941923	0.9998431
Tlr5	0.62096107	0.9998431
Mob4	0.620969378	0.9998431
Armcx2	0.620970019	0.9998431
Rab26os	0.621002714	0.9998431
Phf11b	0.621007453	0.9998431
Tmem223	0.621016441	0.9998431
Fnip1	0.62102416	0.9998431
Gm13283	0.621024721	0.9998431
Gm5294	0.621024721	0.9998431
AU018091	0.621024721	0.9998431
Nol11	0.621028891	0.9998431
Dnm3	0.621082022	0.9998431
Ubl5	0.621103376	0.9998431
9430038I01Rik	0.621138248	0.9998431
H2afy2	0.621197835	0.9998431
2610001J05Rik	0.621304801	0.9998431
Lgals2	0.621355772	0.9998431
Ggt1	0.621372922	0.9998431
Lpo	0.621409444	0.9998431
4933430H16Rik	0.621410015	0.9998431
Fhl2	0.62144983	0.9998431
S100a16	0.621461984	0.9998431
Atp5s	0.621470643	0.9998431
Sdr42e1	0.621493832	0.9998431
Pdzrn3	0.621525018	0.9998431
Ptgis	0.621660061	0.9998431
Il1f9	0.621689321	0.9998431
Mlip	0.621701981	0.9998431
Mc5r	0.62170838	0.9998431
Prmt2	0.621733345	0.9998431
Suv39h1	0.621812281	0.9998431
Mtx2	0.621874216	0.9998431
Ripk1	0.621917658	0.9998431
Fst	0.621922232	0.9998431
Zfp638	0.621955084	0.9998431
Wap	0.622029539	0.9998431
Snord65	0.622029539	0.9998431
Olfr1502	0.622029539	0.9998431
Olfr561	0.622029539	0.9998431
Mir767	0.622029539	0.9998431
